page,transdate,team,transaction
/players/tavon-austin-austita01,06/03/2022,Buffalo (NFL),Signed
/players/tavon-austin-austita01,09/30/2021,Jacksonville (NFL),Activated from Injured Reserve
/players/tavon-austin-austita01,09/27/2021,Jacksonville (NFL),Designated for return from Injured Reserve
/players/tavon-austin-austita01,09/02/2021,Jacksonville (NFL),Placed on Injured Reserve (Quadriceps)
/players/tavon-austin-austita01,08/06/2021,Jacksonville (NFL),Signed
/players/tavon-austin-austita01,12/01/2020,Green Bay (NFL),Signed
/players/tavon-austin-austita01,10/27/2020,San Francisco (NFL),Released from Injured Reserve
/players/tavon-austin-austita01,09/03/2020,San Francisco (NFL),Placed on Injured Reserve (Knee)
/players/tavon-austin-austita01,08/15/2020,San Francisco (NFL),Signed
/players/tavon-austin-austita01,03/20/2019,Dallas (NFL),Re-signed
/players/tavon-austin-austita01,04/28/2018,LA Rams (NFL),Traded to the Dallas Cowboys
/players/tavon-austin-austita01,06/13/2013,St. Louis (NFL),Signed
/players/ej-manuel-manueej01,05/13/2019,Kansas City (NFL),Placed on the Reserve/Retired List
/players/ej-manuel-manueej01,02/26/2019,Kansas City (NFL),Signed
/players/ej-manuel-manueej01,09/01/2018,Oakland (NFL),Released
/players/ej-manuel-manueej01,03/22/2018,Oakland (NFL),Re-signed
/players/ej-manuel-manueej01,03/20/2017,Oakland (NFL),Signed
/players/ej-manuel-manueej01,06/14/2013,Buffalo (NFL),Signed
/players/tyler-eifert-eiferty01,03/30/2020,Jacksonville (NFL),Signed
/players/tyler-eifert-eiferty01,03/18/2019,Cincinnati (NFL),Re-signed
/players/tyler-eifert-eiferty01,10/05/2018,Cincinnati (NFL),Placed on Injured Reserve (Ankle)
/players/tyler-eifert-eiferty01,03/18/2018,Cincinnati (NFL),Re-signed
/players/tyler-eifert-eiferty01,10/12/2017,Cincinnati (NFL),Placed on Injured Reserve (Back)
/players/tyler-eifert-eiferty01,12/26/2016,Cincinnati (NFL),Placed on Injured Reserve (Back)
/players/tyler-eifert-eiferty01,09/10/2014,Cincinnati (NFL),Placed on Injured Reserve (Designated for Return) (Elbow)
/players/tyler-eifert-eiferty01,07/15/2013,Cincinnati (NFL),Signed
/players/deandre-hopkins-hopkide01,12/18/2021,Arizona (NFL),Placed on Injured Reserve (Knee)
/players/deandre-hopkins-hopkide01,03/20/2020,Houston (NFL),Traded to the Arizona Cardinals
/players/deandre-hopkins-hopkide01,07/31/2016,Houston (NFL),Reinstated
/players/deandre-hopkins-hopkide01,07/30/2016,Houston (NFL),Placed on the Reserve/Did Not Report List
/players/deandre-hopkins-hopkide01,07/22/2013,Houston (NFL),Signed
/players/cordarrelle-patterson-patteco01,03/22/2022,Atlanta (NFL),Re-signed
/players/cordarrelle-patterson-patteco01,04/15/2021,Atlanta (NFL),Signed
/players/cordarrelle-patterson-patteco01,03/14/2019,Chicago (NFL),Signed
/players/cordarrelle-patterson-patteco01,03/19/2018,Oakland (NFL),Traded to the New England Patriots
/players/cordarrelle-patterson-patteco01,03/13/2017,Oakland (NFL),Signed
/players/cordarrelle-patterson-patteco01,07/25/2013,Minnesota (NFL),Signed
/players/justin-hunter-hunteju01,12/04/2018,Pittsburgh (NFL),Placed on Injured Reserve (Shoulder)
/players/justin-hunter-hunteju01,04/05/2018,Pittsburgh (NFL),Re-signed
/players/justin-hunter-hunteju01,03/20/2017,Pittsburgh (NFL),Signed
/players/justin-hunter-hunteju01,09/30/2016,Buffalo (NFL),Acquired via waivers (from the Miami Dolphins)
/players/justin-hunter-hunteju01,09/28/2016,Miami (NFL),Waived
/players/justin-hunter-hunteju01,09/04/2016,Miami (NFL),Acquired via waivers (from the Tennessee Titans)
/players/justin-hunter-hunteju01,09/02/2016,Tennessee (NFL),Waived
/players/justin-hunter-hunteju01,11/17/2015,Tennessee (NFL),Placed on Injured Reserve (Ankle)
/players/justin-hunter-hunteju01,12/02/2014,Tennessee (NFL),Placed on Injured Reserve (Spleen)
/players/justin-hunter-hunteju01,06/13/2013,Tennessee (NFL),Signed
/players/zach-ertz-ertzza01,10/15/2021,Philadelphia (NFL),Traded to the Arizona Cardinals
/players/zach-ertz-ertzza01,09/25/2021,Philadelphia (NFL),Activated from the Reserve/COVID-19 List
/players/zach-ertz-ertzza01,09/20/2021,Philadelphia (NFL),Placed on COVID-19 List
/players/zach-ertz-ertzza01,12/02/2020,Philadelphia (NFL),Activated from Injured Reserve
/players/zach-ertz-ertzza01,11/16/2020,Philadelphia (NFL),Designated for return from Injured Reserve
/players/zach-ertz-ertzza01,10/22/2020,Philadelphia (NFL),Placed on Injured Reserve (Ankle)
/players/zach-ertz-ertzza01,05/09/2013,Philadelphia (NFL),Signed
/players/giovani-bernard-bernagi01,04/08/2022,Tampa Bay (NFL),Re-signed
/players/giovani-bernard-bernagi01,01/15/2022,Tampa Bay (NFL),Activated from Injured Reserve
/players/giovani-bernard-bernagi01,01/12/2022,Tampa Bay (NFL),Designated for return from Injured Reserve
/players/giovani-bernard-bernagi01,12/14/2021,Tampa Bay (NFL),Placed on Injured Reserve (Hip)
/players/giovani-bernard-bernagi01,04/14/2021,Tampa Bay (NFL),Signed
/players/giovani-bernard-bernagi01,04/07/2021,Cincinnati (NFL),Released
/players/giovani-bernard-bernagi01,11/22/2016,Cincinnati (NFL),Placed on Injured Reserve (Knee)
/players/giovani-bernard-bernagi01,05/23/2013,Cincinnati (NFL),Signed
/players/geno-smith-smithge04,04/20/2022,Seattle (NFL),Re-signed
/players/geno-smith-smithge04,04/22/2021,Seattle (NFL),Re-signed
/players/geno-smith-smithge04,05/20/2020,Seattle (NFL),Signed
/players/geno-smith-smithge04,09/02/2019,Seattle (NFL),Signed
/players/geno-smith-smithge04,08/31/2019,Seattle (NFL),Released
/players/geno-smith-smithge04,05/15/2019,Seattle (NFL),Signed
/players/geno-smith-smithge04,04/03/2018,LA Chargers (NFL),Signed
/players/geno-smith-smithge04,03/20/2017,NY Giants (NFL),Signed
/players/geno-smith-smithge04,10/26/2016,NY Jets (NFL),Placed on Injured Reserve (Knee)
/players/geno-smith-smithge04,07/22/2013,NY Jets (NFL),Signed
/players/robert-woods-woodsro06,03/23/2022,LA Rams (NFL),Traded to the Tennessee Titans
/players/robert-woods-woodsro06,11/24/2021,LA Rams (NFL),Placed on Injured Reserve (Knee)
/players/robert-woods-woodsro06,03/09/2017,LA Rams (NFL),Signed
/players/robert-woods-woodsro06,12/22/2015,Buffalo (NFL),Placed on Injured Reserve (Groin)
/players/robert-woods-woodsro06,05/20/2013,Buffalo (NFL),Signed
/players/gavin-escobar-escobga01,09/11/2018,Miami (NFL),Released
/players/gavin-escobar-escobga01,09/06/2018,Miami (NFL),Signed
/players/gavin-escobar-escobga01,09/01/2018,Miami (NFL),Released
/players/gavin-escobar-escobga01,04/16/2018,Miami (NFL),Signed
/players/gavin-escobar-escobga01,04/12/2018,Cleveland (NFL),Released
/players/gavin-escobar-escobga01,01/15/2018,Cleveland (NFL),Signed to a future contract
/players/gavin-escobar-escobga01,11/18/2017,Baltimore (NFL),Waived
/players/gavin-escobar-escobga01,10/23/2017,Baltimore (NFL),Signed
/players/gavin-escobar-escobga01,09/02/2017,Kansas City (NFL),Released
/players/gavin-escobar-escobga01,04/03/2017,Kansas City (NFL),Signed
/players/gavin-escobar-escobga01,12/25/2015,Dallas (NFL),Placed on Injured Reserve (Achilles)
/players/gavin-escobar-escobga01,06/21/2013,Dallas (NFL),Signed
/players/leveon-bell-bellle02,01/22/2022,Tampa Bay (NFL),Waived
/players/leveon-bell-bellle02,12/22/2021,Tampa Bay (NFL),Signed
/players/leveon-bell-bellle02,11/16/2021,Baltimore (NFL),Waived
/players/leveon-bell-bellle02,10/19/2021,Baltimore (NFL),Signed to the Active Roster from the Practice Squad
/players/leveon-bell-bellle02,10/18/2021,Baltimore (NFL),Returned to the Practice Squad
/players/leveon-bell-bellle02,10/16/2021,Baltimore (NFL),Signed to the Active Roster from the Practice Squad
/players/leveon-bell-bellle02,10/04/2021,Baltimore (NFL),Returned to the Practice Squad
/players/leveon-bell-bellle02,10/02/2021,Baltimore (NFL),Signed to the Active Roster from the Practice Squad
/players/leveon-bell-bellle02,09/08/2021,Baltimore (NFL),Signed to the Practice Squad
/players/leveon-bell-bellle02,10/17/2020,Kansas City (NFL),Signed
/players/leveon-bell-bellle02,10/14/2020,NY Jets (NFL),Released
/players/leveon-bell-bellle02,10/10/2020,NY Jets (NFL),Activated from Injured Reserve
/players/leveon-bell-bellle02,10/07/2020,NY Jets (NFL),Designated for return from Injured Reserve
/players/leveon-bell-bellle02,09/15/2020,NY Jets (NFL),Placed on Injured Reserve (Hamstring)
/players/leveon-bell-bellle02,03/15/2019,NY Jets (NFL),Signed
/players/leveon-bell-bellle02,03/06/2018,Pittsburgh (NFL),Designated as franchise player
/players/leveon-bell-bellle02,09/04/2017,Pittsburgh (NFL),Re-signed
/players/leveon-bell-bellle02,02/27/2017,Pittsburgh (NFL),Designated as franchise player
/players/leveon-bell-bellle02,09/29/2016,Pittsburgh (NFL),Activated from the Reserve/Suspended List
/players/leveon-bell-bellle02,09/03/2016,Pittsburgh (NFL),Placed on the Reserve/Suspended List
/players/leveon-bell-bellle02,11/02/2015,Pittsburgh (NFL),Placed on Injured Reserve (Knee)
/players/leveon-bell-bellle02,09/23/2015,Pittsburgh (NFL),Activated from the Reserve/Suspended List
/players/leveon-bell-bellle02,09/05/2015,Pittsburgh (NFL),Placed on the Reserve/Suspended List
/players/leveon-bell-bellle02,06/03/2013,Pittsburgh (NFL),Signed
/players/vance-mcdonald-mcdonva01,02/19/2021,Pittsburgh (NFL),Placed on the Reserve/Retired List
/players/vance-mcdonald-mcdonva01,11/24/2020,Pittsburgh (NFL),Activated from the Reserve/COVID-19 List
/players/vance-mcdonald-mcdonva01,11/09/2020,Pittsburgh (NFL),Placed on COVID-19 List
/players/vance-mcdonald-mcdonva01,08/29/2017,San Francisco (NFL),Traded to the Pittsburgh Steelers
/players/vance-mcdonald-mcdonva01,12/12/2016,San Francisco (NFL),Placed on Injured Reserve (Shoulder)
/players/vance-mcdonald-mcdonva01,12/09/2014,San Francisco (NFL),Placed on Injured Reserve (Back)
/players/vance-mcdonald-mcdonva01,05/23/2013,San Francisco (NFL),Signed
/players/montee-ball-ballmo01,02/09/2016,New England (NFL),Waived
/players/montee-ball-ballmo01,12/15/2015,New England (NFL),Signed to the Practice Squad
/players/montee-ball-ballmo01,09/06/2015,Denver (NFL),Waived
/players/montee-ball-ballmo01,12/13/2014,Denver (NFL),Placed on Injured Reserve (Groin)
/players/montee-ball-ballmo01,06/13/2013,Denver (NFL),Signed
/players/aaron-dobson-dobsoaa01,09/06/2017,Arizona (NFL),Released from Injured Reserve
/players/aaron-dobson-dobsoaa01,09/02/2017,Arizona (NFL),Placed on Injured Reserve (Hamstring)
/players/aaron-dobson-dobsoaa01,01/05/2017,Arizona (NFL),Signed to a future contract
/players/aaron-dobson-dobsoaa01,10/08/2016,Detroit (NFL),Waived
/players/aaron-dobson-dobsoaa01,09/27/2016,Detroit (NFL),Signed
/players/aaron-dobson-dobsoaa01,09/24/2016,Detroit (NFL),Waived
/players/aaron-dobson-dobsoaa01,09/21/2016,Detroit (NFL),Signed
/players/aaron-dobson-dobsoaa01,09/03/2016,New England (NFL),Waived
/players/aaron-dobson-dobsoaa01,11/26/2015,New England (NFL),Placed on Injured Reserve (Ankle)
/players/aaron-dobson-dobsoaa01,12/04/2014,New England (NFL),Placed on Injured Reserve (Hamstring)
/players/aaron-dobson-dobsoaa01,06/20/2013,New England (NFL),Signed
/players/eddie-lacy-lacyed01,03/16/2017,Seattle (NFL),Signed
/players/eddie-lacy-lacyed01,10/20/2016,Green Bay (NFL),Placed on Injured Reserve (Ankle)
/players/eddie-lacy-lacyed01,05/30/2013,Green Bay (NFL),Signed
/players/christine-michael-michach01,09/24/2018,Indianapolis (NFL),Released
/players/christine-michael-michach01,03/22/2018,Indianapolis (NFL),Re-signed
/players/christine-michael-michach01,06/15/2017,Indianapolis (NFL),Placed on Injured Reserve (Undisclosed)
/players/christine-michael-michach01,06/01/2017,Indianapolis (NFL),Signed
/players/christine-michael-michach01,05/01/2017,Green Bay (NFL),Released
/players/christine-michael-michach01,03/23/2017,Green Bay (NFL),Re-signed
/players/christine-michael-michach01,11/16/2016,Green Bay (NFL),Acquired via waivers (from the Seattle Seahawks)
/players/christine-michael-michach01,11/15/2016,Seattle (NFL),Waived
/players/christine-michael-michach01,03/17/2016,Seattle (NFL),Re-signed
/players/christine-michael-michach01,12/16/2015,Seattle (NFL),Signed
/players/christine-michael-michach01,12/15/2015,Washington (NFL),Released from the Practice Squad
/players/christine-michael-michach01,11/19/2015,Washington (NFL),Signed to the Practice Squad
/players/christine-michael-michach01,11/17/2015,Dallas (NFL),Waived
/players/christine-michael-michach01,09/06/2015,Seattle (NFL),Traded to the Dallas Cowboys
/players/christine-michael-michach01,05/20/2013,Seattle (NFL),Signed
/players/travis-kelce-kelcetr01,12/25/2021,Kansas City (NFL),Activated from the Reserve/COVID-19 List
/players/travis-kelce-kelcetr01,12/20/2021,Kansas City (NFL),Placed on COVID-19 List
/players/travis-kelce-kelcetr01,10/12/2013,Kansas City (NFL),Placed on Injured Reserve (Knee)
/players/travis-kelce-kelcetr01,06/06/2013,Kansas City (NFL),Signed
/players/mike-glennon-glennmi01,03/19/2021,NY Giants (NFL),Signed
/players/mike-glennon-glennmi01,09/08/2020,Jacksonville (NFL),Signed to the Active Roster from the Practice Squad
/players/mike-glennon-glennmi01,09/06/2020,Jacksonville (NFL),Signed to the Practice Squad
/players/mike-glennon-glennmi01,09/05/2020,Jacksonville (NFL),Released
/players/mike-glennon-glennmi01,05/12/2020,Jacksonville (NFL),Signed
/players/mike-glennon-glennmi01,03/22/2019,Oakland (NFL),Signed
/players/mike-glennon-glennmi01,03/08/2019,Arizona (NFL),Released
/players/mike-glennon-glennmi01,03/16/2018,Arizona (NFL),Signed
/players/mike-glennon-glennmi01,03/14/2018,Chicago (NFL),Released
/players/mike-glennon-glennmi01,03/10/2017,Chicago (NFL),Signed
/players/mike-glennon-glennmi01,06/12/2013,Tampa Bay (NFL),Signed
/players/terrance-williams-willite05,10/08/2021,Ottawa (CFL),Released from the Practice Squad
/players/terrance-williams-willite05,09/19/2021,Ottawa (CFL),Signed to the Practice Squad
/players/terrance-williams-willite05,09/12/2021,Ottawa (CFL),Signed
/players/terrance-williams-willite05,01/22/2020,St. Louis (XFL),Waived
/players/terrance-williams-willite05,10/18/2018,Dallas (NFL),Placed on the Reserve/Suspended List
/players/terrance-williams-willite05,10/06/2018,Dallas (NFL),Placed on Injured Reserve (Foot)
/players/terrance-williams-willite05,03/11/2017,Dallas (NFL),Re-signed
/players/terrance-williams-willite05,06/18/2013,Dallas (NFL),Signed
/players/keenan-allen-allenke03,12/14/2021,LA Chargers (NFL),Activated from the Reserve/COVID-19 List
/players/keenan-allen-allenke03,12/06/2021,LA Chargers (NFL),Placed on COVID-19 List
/players/keenan-allen-allenke03,01/07/2021,LA Chargers (NFL),Activated from the Reserve/COVID-19 List
/players/keenan-allen-allenke03,12/31/2020,LA Chargers (NFL),Placed on COVID-19 List
/players/keenan-allen-allenke03,09/12/2016,San Diego (NFL),Placed on Injured Reserve (Knee)
/players/keenan-allen-allenke03,06/10/2016,San Diego (NFL),Signed to a contract extension
/players/keenan-allen-allenke03,11/03/2015,San Diego (NFL),Placed on Injured Reserve (Kidney)
/players/keenan-allen-allenke03,05/09/2013,San Diego (NFL),Signed
/players/marquise-goodwin-goodwma02,05/23/2022,Seattle (NFL),Signed
/players/marquise-goodwin-goodwma02,04/19/2021,Chicago (NFL),Signed
/players/marquise-goodwin-goodwma02,03/17/2021,San Francisco (NFL),Released
/players/marquise-goodwin-goodwma02,07/29/2020,Philadelphia (NFL),Placed on Opt-Out List
/players/marquise-goodwin-goodwma02,04/27/2020,San Francisco (NFL),Traded to the Philadelphia Eagles
/players/marquise-goodwin-goodwma02,12/10/2019,San Francisco (NFL),Placed on Injured Reserve (Knee)
/players/marquise-goodwin-goodwma02,03/09/2017,San Francisco (NFL),Signed
/players/marquise-goodwin-goodwma02,10/20/2015,Buffalo (NFL),Placed on Injured Reserve (Ribs)
/players/marquise-goodwin-goodwma02,05/10/2013,Buffalo (NFL),Signed
/players/markus-wheaton-wheatma02,09/12/2018,Philadelphia (NFL),Released
/players/markus-wheaton-wheatma02,09/04/2018,Philadelphia (NFL),Signed
/players/markus-wheaton-wheatma02,09/01/2018,Philadelphia (NFL),Released
/players/markus-wheaton-wheatma02,05/02/2018,Philadelphia (NFL),Signed
/players/markus-wheaton-wheatma02,03/14/2018,Chicago (NFL),Released
/players/markus-wheaton-wheatma02,03/10/2017,Chicago (NFL),Signed
/players/markus-wheaton-wheatma02,11/19/2016,Pittsburgh (NFL),Placed on Injured Reserve (Shoulder)
/players/markus-wheaton-wheatma02,05/23/2013,Pittsburgh (NFL),Signed
/players/jordan-reed-reedjo03,11/05/2020,San Francisco (NFL),Activated from Injured Reserve
/players/jordan-reed-reedjo03,10/28/2020,San Francisco (NFL),Designated for return from Injured Reserve
/players/jordan-reed-reedjo03,10/03/2020,San Francisco (NFL),Placed on Injured Reserve (Knee)
/players/jordan-reed-reedjo03,08/09/2020,San Francisco (NFL),Signed
/players/jordan-reed-reedjo03,02/20/2020,Washington (NFL),Released
/players/jordan-reed-reedjo03,10/12/2019,Washington (NFL),Placed on Injured Reserve (Concussion)
/players/jordan-reed-reedjo03,12/27/2018,Washington (NFL),Placed on Injured Reserve (Toe)
/players/jordan-reed-reedjo03,12/12/2017,Washington (NFL),Placed on Injured Reserve (Hamstring)
/players/jordan-reed-reedjo03,12/19/2013,Washington (NFL),Placed on Injured Reserve (Concussion)
/players/jordan-reed-reedjo03,05/24/2013,Washington (NFL),Signed
/players/stedman-bailey-bailest02,04/10/2017,LA Rams (NFL),Waived
/players/stedman-bailey-bailest02,06/08/2016,Los Angeles (NFL),Placed on the Non-Football Injury List (Head)
/players/stedman-bailey-bailest02,06/07/2016,Los Angeles (NFL),Waived
/players/stedman-bailey-bailest02,12/14/2015,St. Louis (NFL),Placed on the Non-Football Injury List (Head)
/players/stedman-bailey-bailest02,11/09/2015,St. Louis (NFL),Placed on the Reserve/Suspended List
/players/stedman-bailey-bailest02,09/17/2014,St. Louis (NFL),Activated from the Reserve/Suspended List
/players/stedman-bailey-bailest02,08/30/2014,St. Louis (NFL),Placed on the Reserve/Suspended List
/players/stedman-bailey-bailest02,06/13/2013,St. Louis (NFL),Signed
/players/knile-davis-daviskn01,09/01/2018,Chicago (NFL),Released
/players/knile-davis-daviskn01,08/12/2018,Chicago (NFL),Signed
/players/knile-davis-daviskn01,09/02/2017,Pittsburgh (NFL),Released
/players/knile-davis-daviskn01,03/20/2017,Pittsburgh (NFL),Signed
/players/knile-davis-daviskn01,11/05/2016,Kansas City (NFL),Signed
/players/knile-davis-daviskn01,11/03/2016,NY Jets (NFL),Waived
/players/knile-davis-daviskn01,11/01/2016,NY Jets (NFL),Acquired via waivers (from the Green Bay Packers)
/players/knile-davis-daviskn01,10/31/2016,Green Bay (NFL),Waived
/players/knile-davis-daviskn01,10/18/2016,Kansas City (NFL),Traded to the Green Bay Packers
/players/knile-davis-daviskn01,05/13/2013,Kansas City (NFL),Signed
/players/matt-barkley-barklma01,03/21/2022,Buffalo (NFL),Signed
/players/matt-barkley-barklma01,01/06/2022,Atlanta (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,01/04/2022,Atlanta (NFL),Waived
/players/matt-barkley-barklma01,12/29/2021,Atlanta (NFL),Acquired via waivers (from the Carolina Panthers)
/players/matt-barkley-barklma01,12/28/2021,Carolina (NFL),Waived
/players/matt-barkley-barklma01,12/27/2021,Carolina (NFL),Activated from the Reserve/COVID-19 List
/players/matt-barkley-barklma01,12/17/2021,Carolina (NFL),Placed on COVID-19 List
/players/matt-barkley-barklma01,11/10/2021,Carolina (NFL),Signed from the Tennessee Titans practice squad
/players/matt-barkley-barklma01,09/01/2021,Tennessee (NFL),Released
/players/matt-barkley-barklma01,09/01/2021,Tennessee (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,08/05/2021,Tennessee (NFL),Signed
/players/matt-barkley-barklma01,10/31/2018,Buffalo (NFL),Signed
/players/matt-barkley-barklma01,09/12/2018,Cincinnati (NFL),Released from Injured Reserve
/players/matt-barkley-barklma01,09/01/2018,Cincinnati (NFL),Placed on Injured Reserve (Knee)
/players/matt-barkley-barklma01,03/17/2018,Cincinnati (NFL),Signed
/players/matt-barkley-barklma01,11/13/2017,Arizona (NFL),Signed
/players/matt-barkley-barklma01,09/01/2017,San Francisco (NFL),Released
/players/matt-barkley-barklma01,03/10/2017,San Francisco (NFL),Signed
/players/matt-barkley-barklma01,09/22/2016,Chicago (NFL),Signed to the Active Roster from the Practice Squad
/players/matt-barkley-barklma01,09/05/2016,Chicago (NFL),Signed to the Practice Squad
/players/matt-barkley-barklma01,09/03/2016,Arizona (NFL),Waived
/players/matt-barkley-barklma01,09/04/2015,Philadelphia (NFL),Traded to the Arizona Cardinals
/players/matt-barkley-barklma01,06/14/2013,Philadelphia (NFL),Signed
/players/ace-sanders-sandeac01,07/17/2015,Jacksonville (NFL),Waived
/players/ace-sanders-sandeac01,10/04/2014,Jacksonville (NFL),Activated from the Reserve/Suspended List
/players/ace-sanders-sandeac01,09/01/2014,Jacksonville (NFL),Placed on the Reserve/Suspended List
/players/ace-sanders-sandeac01,07/15/2013,Jacksonville (NFL),Signed
/players/josh-boyce-boycejo01,09/01/2017,Cleveland (NFL),Released
/players/josh-boyce-boycejo01,01/02/2017,Cleveland (NFL),Signed to a future contract
/players/josh-boyce-boycejo01,09/14/2016,Cleveland (NFL),Signed to the Practice Squad
/players/josh-boyce-boycejo01,08/29/2016,Cleveland (NFL),Waived
/players/josh-boyce-boycejo01,08/21/2016,Cleveland (NFL),Signed
/players/josh-boyce-boycejo01,08/16/2016,Indianapolis (NFL),Waived
/players/josh-boyce-boycejo01,04/07/2016,Indianapolis (NFL),Signed
/players/josh-boyce-boycejo01,09/01/2015,New England (NFL),Placed on Injured Reserve (Undisclosed)
/players/josh-boyce-boycejo01,08/31/2015,New England (NFL),Waived (injured)
/players/josh-boyce-boycejo01,12/27/2014,New England (NFL),Signed to the Active Roster from the Practice Squad
/players/josh-boyce-boycejo01,09/01/2014,New England (NFL),Signed to the Practice Squad
/players/josh-boyce-boycejo01,08/30/2014,New England (NFL),Waived
/players/josh-boyce-boycejo01,01/02/2014,New England (NFL),Placed on Injured Reserve (Ankle)
/players/josh-boyce-boycejo01,05/28/2013,New England (NFL),Signed
/players/dion-sims-simsdi01,02/21/2019,Chicago (NFL),Released
/players/dion-sims-simsdi01,11/17/2018,Chicago (NFL),Placed on Injured Reserve (Concussion)
/players/dion-sims-simsdi01,03/10/2017,Chicago (NFL),Signed
/players/dion-sims-simsdi01,05/17/2013,Miami (NFL),Signed
/players/ryan-nassib-nassiry01,10/07/2017,Jacksonville (NFL),Released
/players/ryan-nassib-nassiry01,09/18/2017,Jacksonville (NFL),Signed
/players/ryan-nassib-nassiry01,09/02/2017,New Orleans (NFL),Released
/players/ryan-nassib-nassiry01,06/13/2017,New Orleans (NFL),Signed
/players/ryan-nassib-nassiry01,12/20/2016,NY Giants (NFL),Placed on Injured Reserve (Elbow)
/players/ryan-nassib-nassiry01,07/25/2013,NY Giants (NFL),Signed
/players/tyler-wilson-wilsoty01,08/29/2014,Cincinnati (NFL),Waived
/players/tyler-wilson-wilsoty01,08/09/2014,Cincinnati (NFL),Signed
/players/tyler-wilson-wilsoty01,08/06/2014,Tennessee (NFL),Waived
/players/tyler-wilson-wilsoty01,12/17/2013,Tennessee (NFL),Signed from the Oakland Raiders practice squad
/players/tyler-wilson-wilsoty01,11/29/2013,Oakland (NFL),Signed to the Practice Squad
/players/tyler-wilson-wilsoty01,11/27/2013,Oakland (NFL),Waived
/players/tyler-wilson-wilsoty01,11/16/2013,Oakland (NFL),Signed to the Active Roster from the Practice Squad
/players/tyler-wilson-wilsoty01,09/02/2013,Oakland (NFL),Signed to the Practice Squad
/players/tyler-wilson-wilsoty01,09/01/2013,Oakland (NFL),Waived
/players/tyler-wilson-wilsoty01,07/23/2013,Oakland (NFL),Signed
/players/landry-jones-jonesla06,05/22/2019,Oakland (NFL),Released
/players/landry-jones-jonesla06,03/26/2019,Oakland (NFL),Signed
/players/landry-jones-jonesla06,11/19/2018,Jacksonville (NFL),Waived
/players/landry-jones-jonesla06,10/31/2018,Jacksonville (NFL),Signed
/players/landry-jones-jonesla06,09/01/2018,Pittsburgh (NFL),Released
/players/landry-jones-jonesla06,03/09/2017,Pittsburgh (NFL),Re-signed
/players/landry-jones-jonesla06,06/13/2013,Pittsburgh (NFL),Signed
/players/chris-harper-harpech02,09/28/2015,NY Giants (NFL),Waived from Injured Reserve
/players/chris-harper-harpech02,08/08/2015,NY Giants (NFL),Placed on Injured Reserve (Undisclosed)
/players/chris-harper-harpech02,08/07/2015,NY Giants (NFL),Waived (injured)
/players/chris-harper-harpech02,12/29/2014,NY Giants (NFL),Signed to a future contract
/players/chris-harper-harpech02,10/14/2014,NY Giants (NFL),Signed to the Practice Squad
/players/chris-harper-harpech02,08/24/2014,Green Bay (NFL),Waived
/players/chris-harper-harpech02,10/18/2013,Green Bay (NFL),Acquired via waivers (from the San Francisco 49ers)
/players/chris-harper-harpech02,10/17/2013,San Francisco (NFL),Waived
/players/chris-harper-harpech02,09/02/2013,San Francisco (NFL),Signed
/players/chris-harper-harpech02,08/31/2013,Seattle (NFL),Waived
/players/chris-harper-harpech02,05/10/2013,Seattle (NFL),Signed
/players/johnathan-franklin-frankjo04,06/20/2014,Green Bay (NFL),Waived
/players/johnathan-franklin-frankjo04,11/27/2013,Green Bay (NFL),Placed on Injured Reserve (Concussion)
/players/johnathan-franklin-frankjo04,05/10/2013,Green Bay (NFL),Signed
/players/quinton-patton-pattoqu01,06/08/2017,NY Jets (NFL),Released from Injured Reserve
/players/quinton-patton-pattoqu01,06/05/2017,NY Jets (NFL),Placed on Injured Reserve (Foot)
/players/quinton-patton-pattoqu01,03/23/2017,NY Jets (NFL),Signed
/players/quinton-patton-pattoqu01,12/20/2016,San Francisco (NFL),Placed on Injured Reserve (Foot)
/players/quinton-patton-pattoqu01,05/22/2013,San Francisco (NFL),Signed
/players/kyle-juszczyk-juszcky01,03/09/2017,San Francisco (NFL),Signed
/players/kyle-juszczyk-juszcky01,05/03/2013,Baltimore (NFL),Signed
/players/marcus-lattimore-lattima01,11/05/2014,San Francisco (NFL),Placed on the Reserve/Retired List
/players/marcus-lattimore-lattima01,08/25/2014,San Francisco (NFL),Placed on the Non-Football Injury List (Knee)
/players/marcus-lattimore-lattima01,08/27/2013,San Francisco (NFL),Placed on the Non-Football Injury List (Knee)
/players/marcus-lattimore-lattima01,05/31/2013,San Francisco (NFL),Signed
/players/levine-toilolo-toilole01,08/07/2021,NY Giants (NFL),Placed on Injured Reserve (Achilles)
/players/levine-toilolo-toilole01,03/26/2020,NY Giants (NFL),Signed
/players/levine-toilolo-toilole01,05/15/2019,San Francisco (NFL),Signed
/players/levine-toilolo-toilole01,03/29/2018,Detroit (NFL),Signed
/players/levine-toilolo-toilole01,03/14/2018,Atlanta (NFL),Released
/players/levine-toilolo-toilole01,03/09/2017,Atlanta (NFL),Re-signed
/players/levine-toilolo-toilole01,05/21/2013,Atlanta (NFL),Signed
/players/denard-robinson-robinde05,12/16/2014,Jacksonville (NFL),Placed on Injured Reserve (Foot)
/players/denard-robinson-robinde05,07/09/2013,Jacksonville (NFL),Signed
/players/stepfan-taylor-taylost05,05/10/2013,Arizona (NFL),Signed
