index,year,round,pick,team_x,player,page,position,season,transdate,team_y,transaction,trans_year,trans_month,tran_month,season_num
147,2013,5,148,Carolina Panthers,A.J. Klein,/players/aj-klein-kleinaj01,LB,2017,2017-12-19,New Orleans (NFL),Placed on Injured Reserve (Groin),2017.0,12.0,12.0,5
147,2013,5,148,Carolina Panthers,A.J. Klein,/players/aj-klein-kleinaj01,LB,2018,,,,,,9.0,6
147,2013,5,148,Carolina Panthers,A.J. Klein,/players/aj-klein-kleinaj01,LB,2019,,,,,,9.0,7
147,2013,5,148,Carolina Panthers,A.J. Klein,/players/aj-klein-kleinaj01,LB,2020,,,,,,9.0,8
147,2013,5,148,Carolina Panthers,A.J. Klein,/players/aj-klein-kleinaj01,LB,2021,,,,,,9.0,9
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2014,2014-10-25,St. Louis (NFL),Placed on Injured Reserve (Foot),2014.0,10.0,10.0,2
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2015,,,,,,9.0,3
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2016,2016-06-13,Dallas (NFL),Placed on Injured Reserve (Undisclosed),2016.0,6.0,6.0,4
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2017,,,,,,9.0,5
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2018,,,,,,9.0,6
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2019,,,,,,9.0,7
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2020,,,,,,9.0,8
148,2013,5,149,St. Louis Rams,Brandon McGee,/players/brandon-mcgee-mcgeebr01,DB,2021,,,,,,9.0,9
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2014,,,,,,9.0,2
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2015,,,,,,9.0,3
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2016,,,,,,9.0,4
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2017,,,,,,9.0,5
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2018,,,,,,9.0,6
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2019,,,,,,9.0,7
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2020,,,,,,9.0,8
149,2013,5,150,Pittsburgh Steelers,Terry Hawthorne,/players/terry-hawthorne-hawthte01,DB,2021,,,,,,9.0,9
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2014,,,,,,9.0,2
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2015,,,,,,9.0,3
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2016,,,,,,9.0,4
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2017,,,,,,9.0,5
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2018,,,,,,9.0,6
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2019,,,,,,9.0,7
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2020,,,,,,9.0,8
150,2013,5,151,Dallas Cowboys,Joseph Randle,/players/joseph-randle-randljo02,RB,2021,,,,,,9.0,9
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2014,2014-08-26,NY Giants (NFL),Placed on Injured Reserve (Foot),2014.0,8.0,8.0,2
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2015,,,,,,9.0,3
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2016,,,,,,9.0,4
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2017,,,,,,9.0,5
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2018,,,,,,9.0,6
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2019,,,,,,9.0,7
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2020,,,,,,9.0,8
151,2013,5,152,New York Giants,Cooper Taylor,/players/cooper-taylor-tayloco04,DB,2021,,,,,,9.0,9
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2014,,,,,,9.0,2
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2015,,,,,,9.0,3
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2016,,,,,,9.0,4
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2017,,,,,,9.0,5
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2018,,,,,,9.0,6
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2019,,,,,,9.0,7
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2020,,,,,,9.0,8
152,2013,5,153,Atlanta Falcons,Stansly Maponga,/players/stansly-maponga-maponst01,DE,2021,2021-08-27,Ottawa (CFL),Placed on Injured Reserve,2021.0,8.0,8.0,9
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2014,,,,,,9.0,2
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2015,,,,,,9.0,3
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2016,,,,,,9.0,4
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2017,2017-11-21,Washington (NFL),Placed on Injured Reserve (Leg),2017.0,11.0,11.0,5
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2018,,,,,,9.0,6
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2019,,,,,,9.0,7
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2020,2020-11-16,Jacksonville (NFL),Placed on Injured Reserve (Back),2020.0,11.0,11.0,8
153,2013,5,154,Washington Redskins,Chris Thompson,/players/chris-thompson-thompch05,RB,2021,,,,,,9.0,9
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2014,,,,,,9.0,2
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2015,,,,,,9.0,3
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2016,,,,,,9.0,4
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2017,,,,,,9.0,5
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2018,,,,,,9.0,6
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2019,,,,,,9.0,7
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2020,,,,,,9.0,8
154,2013,5,155,Minnesota Vikings,Jeff Locke,/players/jeff-locke-lockeje01,P,2021,,,,,,9.0,9
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2014,,,,,,9.0,2
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2015,,,,,,9.0,3
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2016,,,,,,9.0,4
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2017,,,,,,9.0,5
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2018,,,,,,9.0,6
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2019,,,,,,9.0,7
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2020,,,,,,9.0,8
155,2013,5,156,Cincinnati Bengals,Tanner Hawkinson,/players/tanner-hawkinson-hawkita01,OT,2021,,,,,,9.0,9
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2014,,,,,,9.0,2
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2015,,,,,,9.0,3
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2016,,,,,,9.0,4
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2017,,,,,,9.0,5
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2018,,,,,,9.0,6
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2019,,,,,,9.0,7
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2020,,,,,,9.0,8
156,2013,5,157,San Francisco 49ers,Quinton Dial,/players/quinton-dial-dialqu01,DT,2021,,,,,,9.0,9
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2014,,,,,,9.0,2
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2015,,,,,,9.0,3
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2016,,,,,,9.0,4
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2017,,,,,,9.0,5
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2018,,,,,,9.0,6
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2019,,,,,,9.0,7
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2020,,,,,,9.0,8
157,2013,5,158,Seattle Seahawks,Luke Willson,/players/luke-willson-willslu01,TE,2021,,,,,,9.0,9
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2014,,,,,,9.0,2
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2015,,,,,,9.0,3
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2016,,,,,,9.0,4
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2017,,,,,,9.0,5
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2018,,,,,,9.0,6
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2019,,,,,,9.0,7
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2020,,,,,,9.0,8
158,2013,5,159,Green Bay Packers,Micah Hyde,/players/micah-hyde-hydemi01,DB,2021,,,,,,9.0,9
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2014,,,,,,9.0,2
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2015,2015-11-21,NY Jets (NFL),Placed on Injured Reserve (Ankle),2015.0,11.0,11.0,3
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2016,,,,,,9.0,4
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2017,,,,,,9.0,5
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2018,,,,,,9.0,6
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2019,,,,,,9.0,7
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2020,,,,,,9.0,8
159,2013,5,160,St. Louis Rams,Zac Stacy,/players/zac-stacy-stacyza01,RB,2021,,,,,,9.0,9
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2014,,,,,,9.0,2
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2015,,,,,,9.0,3
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2016,,,,,,9.0,4
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2017,2017-12-30,NY Giants (NFL),Placed on Injured Reserve (Concussion),2017.0,12.0,12.0,5
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2018,2018-09-01,Minnesota (NFL),Placed on Injured Reserve (Leg),2018.0,9.0,9.0,6
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2019,,,,,,9.0,7
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2020,,,,,,9.0,8
160,2013,5,161,Denver Broncos,Tavarres King,/players/tavarres-king-kingta01,WR,2021,,,,,,9.0,9
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2014,,,,,,9.0,2
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2015,,,,,,9.0,3
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2016,,,,,,9.0,4
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2017,,,,,,9.0,5
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2018,,,,,,9.0,6
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2019,,,,,,9.0,7
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2020,,,,,,9.0,8
161,2013,5,162,Washington Redskins,Brandon Jenkins,/players/brandon-jenkins-jenkibr02,LB,2021,,,,,,9.0,9
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2014,,,,,,9.0,2
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2015,,,,,,9.0,3
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2016,,,,,,9.0,4
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2017,,,,,,9.0,5
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2018,,,,,,9.0,6
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2019,2019-10-05,Arizona (NFL),Placed on Injured Reserve (Knee),2019.0,10.0,10.0,7
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2020,,,,,,9.0,8
162,2013,5,163,Chicago Bears,Jordan Mills,/players/jordan-mills-millsjo03,OT,2021,,,,,,9.0,9
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2014,2014-08-26,Miami (NFL),Placed on Injured Reserve (Hamstring),2014.0,8.0,8.0,2
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2015,,,,,,9.0,3
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2016,,,,,,9.0,4
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2017,,,,,,9.0,5
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2018,,,,,,9.0,6
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2019,,,,,,9.0,7
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2020,,,,,,9.0,8
163,2013,5,164,Miami Dolphins,Mike Gillislee,/players/mike-gillislee-gillimi01,RB,2021,,,,,,9.0,9
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2014,,,,,,9.0,2
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2015,,,,,,9.0,3
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2016,,,,,,9.0,4
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2017,,,,,,9.0,5
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2018,,,,,,9.0,6
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2019,,,,,,9.0,7
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2020,,,,,,9.0,8
164,2013,5,165,Detroit Lions,Sam Martin,/players/sam-martin-martisa03,P,2021,,,,,,9.0,9
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2014,,,,,,9.0,2
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2015,,,,,,9.0,3
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2016,,,,,,9.0,4
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2017,2017-09-12,Philadelphia (NFL),Placed on Injured Reserve (Hip),2017.0,9.0,9.0,5
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2018,,,,,,9.0,6
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2019,,,,,,9.0,7
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2020,,,,,,9.0,8
165,2013,5,166,Miami Dolphins,Caleb Sturgis,/players/caleb-sturgis-sturgca01,K,2021,,,,,,9.0,9
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2014,,,,,,9.0,2
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2015,2015-09-21,Green Bay (NFL),Placed on Injured Reserve (Ankle),2015.0,9.0,9.0,3
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2016,,,,,,9.0,4
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2017,,,,,,9.0,5
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2018,,,,,,9.0,6
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2019,,,,,,9.0,7
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2020,,,,,,9.0,8
166,2013,5,167,Green Bay Packers,Josh Boyd,/players/josh-boyd-boydjo01,DE,2021,,,,,,9.0,9
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2014,2014-12-23,Baltimore (NFL),Placed on Injured Reserve (Foot),2014.0,12.0,12.0,2
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2015,,,,,,9.0,3
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2016,,,,,,9.0,4
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2017,,,,,,9.0,5
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2018,,,,,,9.0,6
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2019,,,,,,9.0,7
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2020,,,,,,9.0,8
167,2013,5,168,Baltimore Ravens,Ricky Wagner,/players/ricky-wagner-wagneri01,OT,2021,,,,,,9.0,9
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2014,,,,,,9.0,2
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2015,,,,,,9.0,3
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2016,,,,,,9.0,4
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2017,,,,,,9.0,5
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2018,,,,,,9.0,6
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2019,,,,,,9.0,7
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2020,,,,,,9.0,8
168,2013,6,169,Jacksonville Jaguars,Josh Evans,/players/josh-evans-evansjo08,DB,2021,,,,,,9.0,9
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2014,,,,,,9.0,2
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2015,,,,,,9.0,3
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2016,,,,,,9.0,4
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2017,2017-08-08,Chicago (NFL),Placed on Injured Reserve (Hamstring),2017.0,8.0,8.0,5
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2018,,,,,,9.0,6
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2019,,,,,,9.0,7
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2020,2020-09-05,Las Vegas (NFL),Placed on Injured Reserve (Undisclosed),2020.0,9.0,9.0,8
169,2013,6,170,Kansas City Chiefs,Eric Kush,/players/eric-kush-kusher01,OG,2021,,,,,,9.0,9
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2014,,,,,,9.0,2
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2015,,,,,,9.0,3
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2016,2016-08-30,Detroit (NFL),Placed on the Physically Unable to Perform List (Foot),2016.0,8.0,8.0,4
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2017,2017-09-01,New Orleans (NFL),Placed on Injured Reserve (Undisclosed),2017.0,9.0,9.0,5
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2018,,,,,,9.0,6
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2019,,,,,,9.0,7
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2020,,,,,,9.0,8
170,2013,6,171,Detroit Lions,Corey Fuller,/players/corey-fuller-fulleco02,WR,2021,,,,,,9.0,9
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2014,2014-08-26,Oakland (NFL),Placed on Injured Reserve (Knee),2014.0,8.0,8.0,2
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2015,,,,,,9.0,3
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2016,,,,,,9.0,4
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2017,,,,,,9.0,5
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2018,,,,,,9.0,6
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2019,,,,,,9.0,7
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2020,,,,,,9.0,8
171,2013,6,172,Oakland Raiders,Nick Kasa,/players/nick-kasa-kasani01,TE,2021,,,,,,9.0,9
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2014,,,,,,9.0,2
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2015,,,,,,9.0,3
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2016,,,,,,9.0,4
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2017,,,,,,9.0,5
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2018,,,,,,9.0,6
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2019,,,,,,9.0,7
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2020,,,,,,9.0,8
172,2013,6,173,Denver Broncos,Vinston Painter,/players/vinston-painter-paintvi01,OT,2021,,,,,,9.0,9
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2014,,,,,,9.0,2
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2015,,,,,,9.0,3
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2016,,,,,,9.0,4
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2017,,,,,,9.0,5
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2018,,,,,,9.0,6
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2019,,,,,,9.0,7
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2020,,,,,,9.0,8
173,2013,6,174,Arizona Cardinals,Ryan Swope,/players/ryan-swope-swopery01,WR,2021,,,,,,9.0,9
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2014,,,,,,9.0,2
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2015,,,,,,9.0,3
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2016,,,,,,9.0,4
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2017,,,,,,9.0,5
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2018,,,,,,9.0,6
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2019,,,,,,9.0,7
174,2013,6,175,Cleveland Browns,Jamoris Slaughter,/players/jamoris-slaughter-slaugja02,DB,2020,,,,,,9.0,8
